Share Count	Author	Date	Title
35	The Editorial Board	2015-08-07	Missing the Warnings on Legionnaires’ Disease
1022	The Editorial Board	2015-08-07	The Real Voter Fraud Is Texas’ ID Law  
72	The Editorial Board	2015-08-07	As the Arctic Thaws, New Temptations  
148	The Editorial Board	2015-08-06	India's Death Penalty
4854	Frank Bruni	2015-08-06	A Foxy, Rowdy Republican Debate
978	The Editorial Board	2015-08-06	Greece’s Refugee Crisis and Europe’s Failure
154	The Editorial Board	2015-08-06	A Long Time Coming, Sunlight on the Executive Pay Gap
940	Charles Blow	2015-08-06	Darren Wilson’s Quest for Distance
3833	Nicholas Kristof	2015-08-06	Making Life Harder for Pimps
713	The Editorial Board	2015-08-06	Obama Takes On Opponents of the Iran Deal
26	The Editorial Board	2015-08-05	Cooperation on the South China Sea
3281	Thomas Friedman	2015-08-05	My Question for the Republican Presidential Debate
1262	The Editorial Board	2015-08-05	The Voting Rights Act at 50
789	The Editorial Board	2015-08-05	A Judge’s Rebuke of Immigration Detention
39	The Editorial Board	2015-08-05	Who Will Fund the M.T.A.?
435	Roger Cohen	2015-08-04	The Migrant Crisis in Calais Exposes a Europe Without Ideas
1241	David Brooks	2015-08-04	Donald Trump’s Allure: Ego as Ideology
666	Joe Nocera	2015-08-04	Obama’s Flexible Fix to Climate Change
486	The Editorial Board	2015-08-04	Lindsey Graham’s Curious Military Career
1106	The Editorial Board	2015-08-04	President Obama’s Tough, Achievable Climate Plan
75	The Editorial Board	2015-08-03	The Real Eurotunnel Crisis
156	The Editorial Board	2015-08-03	A Health Care Safety Net the Public Loves
1426	Paul Krugman	2015-08-03	America’s Un-Greek Tragedies in Puerto Rico and Appalachia
524	The Editorial Board	2015-08-03	Growing Momentum to Repeal Cuban Embargo
385	The Editorial Board	2015-08-03	G.O.P. Candidates and Mass Shootings
132	Ross Douthat	2015-08-02	The Donald’s Gifts for Jeb Bush
14798	Nicholas Kristof	2015-08-02	Our Sex-Crazed Congress
71	The Editorial Board	2015-08-02	Why the Economy Is Not Ready for an Interest Rate Increase
120	The Editorial Board	2015-08-02	Congress Should Look Beyond the Gas Tax
3573	The Editorial Board	2015-08-02	Republican Hypocrisy on Iran
2876	Maureen Dowd	2015-08-02	Joe Biden in 2016: What Would Beau Do?
2374	Frank Bruni	2015-08-02	We Invited Donald Trump to Town
29	The Editorial Board	2015-08-01	French Farmers in Distress
298	Joe Nocera	2015-08-01	Revenge of the Ideologues: Killing the Export-Import Bank
577	The Editorial Board	2015-08-01	Republicans Audition for Big Money
717	The Editorial Board	2015-08-01	For Prisoners, a Path to Society
1471	Roger Cohen	2015-07-31	One Congressman’s Iran
1934	Paul Krugman	2015-07-31	China’s Naked Emperors
645	David Brooks	2015-07-31	Two Cheers for Capitalism
723	The Editorial Board	2015-07-31	The Death of Cecil the Lion
168	The Editorial Board	2015-07-31	Setting Big Goals, Hillary Clinton Joins the Climate Battle
111	The Editorial Board	2015-07-31	Obama Administration Ignores Malaysia’s Trafficking Record   
581	Charles Blow	2015-07-31	The DuBose Family: Grieving, but Determined
100	The Editorial Board	2015-07-30	China’s Crackdown on Lawyers and Rights
2601	Nicholas Kristof	2015-07-30	Why the Naysayers Are Wrong About the Iran Deal
317	The Editorial Board	2015-07-30	While Guantánamo Logjam Endures, Some Prisoners Could Be Freed
4805	Charles Blow	2015-07-30	The Shooting of Samuel DuBose
122	The Editorial Board	2015-07-30	Congress Should Reauthorize the Export-Import Bank
174	The Editorial Board	2015-07-29	Stop Hiding Police Misconduct in New York
9013	Frank Bruni	2015-07-29	Today’s Exhausted Superkids
736	The Editorial Board	2015-07-29	The Challenges That Remain After Marriage Equality
1114	Thomas Friedman	2015-07-29	For the Mideast, It’s Still 1979
87	The Editorial Board	2015-07-29	America’s Obligation to South Sudan
2253	Roger Cohen	2015-07-28	Lovely, Lamentable London
42	The Editorial Board	2015-07-28	Another Fight for Fair Pay in New York
13479	David Brooks	2015-07-28	The Structure of Gratitude
105	Joe Nocera	2015-07-28	Stepping on a Slippery Slope
205	The Editorial Board	2015-07-28	Turkey’s Shift on the Syrian War
1403	The Editorial Board	2015-07-27	For Transgender Americans, Legal Battles Over Restrooms   
38	The Editorial Board	2015-07-27	A Smart Deal to Cut Tariffs on Tech Products
2927	Paul Krugman	2015-07-27	Zombies Against Medicare
2019	Charles Blow	2015-07-27	At Sandra Bland’s Funeral, Celebration and Defiance
1106	Frank Bruni	2015-07-26	The Millions of Marginalized Americans
690	The Editorial Board	2015-07-26	The I.R.S. Gives Up on ‘Dark Money’
9045	Ross Douthat	2015-07-26	Looking Away From Abortion
367	The Editorial Board	2015-07-26	How the Euro Turned Into a Trap
395	The Editorial Board	2015-07-26	Helping Patients and Doctors Talk About Death
5846	Nicholas Kristof	2015-07-26	A Millennial Named Bush
218	Roger Cohen	2015-07-25	Algeria’s Invisible Arab
284	The Editorial Board	2015-07-25	End Abuses by the Indian Military
10975	Joe Nocera	2015-07-25	The Harper Lee ‘Go Set a Watchman’ Fraud
266	The Editorial Board	2015-07-25	Bad Commute? Tell Gov. Christie  
202	The Editorial Board	2015-07-25	Military Cutbacks Make Sense
32	The Editorial Board	2015-07-24	Lawlessness at Sea
3036	Paul Krugman	2015-07-24	The M.I.T. Gang
857	David Brooks	2015-07-24	The Minimum-Wage Muddle
775	The Editorial Board	2015-07-24	The Anti-Immigrant Binge in Congress
1018	The Editorial Board	2015-07-24	Layers of Meaning in Mr. Obama’s Kenya Trip  
308	The Editorial Board	2015-07-24	A Big Victory for Fast-Food Workers in New York
2152	Nicholas Kristof	2015-07-23	Starvation as a Product of War
167	The Editorial Board	2015-07-23	A City for the Poor, Rich and In Between   
142	The Editorial Board	2015-07-23	Russia’s Empty Gesture on the Downed Malaysian Jet
100	The Editorial Board	2015-07-23	On Retirement, What’s Good for California Could Be Good for the Country
4548	Charles Blow	2015-07-23	Questions About the Sandra Bland Case
140	The Editorial Board	2015-07-22	'No Fishing' at the North Pole
21	The Editorial Board	2015-07-22	Cleaning Up the Port Authority
23802	The Editorial Board	2015-07-22	The Campaign of Deception Against Planned Parenthood
342	Frank Bruni	2015-07-22	To Trump or Not to Trump?
200	The Editorial Board	2015-07-22	A Milestone for Justice in Africa
909	Thomas Friedman	2015-07-22	Backing Up Our Wager With Iran
130	The Editorial Board	2015-07-21	China's Campaign Against Its Nomads
367	Roger Cohen	2015-07-21	Afghanistan, Empires and the Grateful Dead
314	David Brooks	2015-07-21	Dustin Yellin’s Modern Community-Building
94	The Editorial Board	2015-07-21	New York’s Big Money Loophole
261	The Editorial Board	2015-07-21	A Senate Bill That Makes Roads and Railroads Less Safe
310	The Editorial Board	2015-07-21	What’s Next for Cuba and the U.S.?
2284	Charles Blow	2015-07-20	Sandra and Kindra: Suicides or Something Sinister?
3149	Paul Krugman	2015-07-20	Europe’s Impossible Dream
674	The Editorial Board	2015-07-20	Japan Wrestles With Its Pacifism
175	The Editorial Board	2015-07-20	How Not to Fix the F.D.A.
2066	Frank Bruni	2015-07-19	La Dolce Donald Trump
220	The Editorial Board	2015-07-19	The Morning After the Iran Deal  
2760	Maureen Dowd	2015-07-19	Hi-Ho, Lone Ranger
1661	The Editorial Board	2015-07-19	Why Science Needs Female Mice
1126	Nicholas Kristof	2015-07-19	Bill and Melinda Gates’s Pillow Talk
126	The Editorial Board	2015-07-19	Defining ‘Employee’ in the Gig Economy
337	The Editorial Board	2015-07-18	A Death Penalty Advocate’s Sad Argument
215	The Editorial Board	2015-07-18	Limiting Uber Won’t End Congestion
661	The Editorial Board	2015-07-18	The Republican Fetish With Water Bottles    
328	The Editorial Board	2015-07-16	With Washington’s Complicity, Egypt Cracks Down on Critics
139	The Editorial Board	2015-07-16	Rendezvous With Pluto
1499	Charles Blow	2015-07-16	Trump Builds One Brand and Damages Another
178	The Editorial Board	2015-07-16	Debtors Unfairly Excluded From Protection
3016	Nicholas Kristof	2015-07-16	Dalai Lama Gets Mischievous
961	The Editorial Board	2015-07-15	North Carolina’s Voting Law Goes on Trial
48	The Editorial Board	2015-07-15	One Step Toward Justice in the Garner Killing
2969	Frank Bruni	2015-07-15	Haste, Hustle and Scott Walker
3055	Thomas Friedman	2015-07-15	Obama Makes His Case on Iran Nuclear Deal
2021	The Editorial Board	2015-07-15	An Iran Nuclear Deal That Reduces the Chance of War
619	Roger Cohen	2015-07-14	The German Question Redux
742	The Editorial Board	2015-07-14	To Prevent Sexual Assault, Start Early
265	Joe Nocera	2015-07-14	Shale Gas and Climate Change
368	David Brooks	2015-07-14	The New Old Liberalism
534	The Editorial Board	2015-07-14	At Last, the Pentagon Moves to End Its Transgender Ban
507	The Editorial Board	2015-07-14	The Eurozone’s Damaging Deal for Greece
221	The Editorial Board	2015-07-13	Dangerous Corruption in India
651	Charles Blow	2015-07-13	A Bias More Than Skin Deep
483	The Editorial Board	2015-07-13	California’s Tough Vaccination Law
540	The Editorial Board	2015-07-13	Lost in the Immigration Frenzy
315	The Editorial Board	2015-07-13	Better Contraception for Young Women
7880	Paul Krugman	2015-07-13	The Laziness Dogma
70	The Editorial Board	2015-07-12	A Battle Over Eisenhower in Washington
381	The Editorial Board	2015-07-12	Stateless in the Dominican Republic
1287	The Editorial Board	2015-07-12	The End of Federally Financed Ghettos
1741	Nicholas Kristof	2015-07-12	A ‘Lost Boy’ Battles AK-47s With Education  
64	Joe Nocera	2015-07-11	What BP Taught Takata
779	The Editorial Board	2015-07-11	Rand Paul’s Fake Flat Tax  
1051	The Editorial Board	2015-07-11	Psychologists Who Greenlighted Torture
76	The Editorial Board	2015-07-11	Nurturing Afghan Peace Talks
1159	The Editorial Board	2015-07-11	Russia’s Denial of Srebrenica Genocide  
304	Roger Cohen	2015-07-10	Iran’s Unserious Critics
2723	David Brooks	2015-07-10	Building Attention Span
128	The Editorial Board	2015-07-10	Trapped by New York’s Bail System  
4931	Paul Krugman	2015-07-10	Greece’s Economy Is a Lesson for Republicans in the U.S.
2439	The Editorial Board	2015-07-10	Illegal Defiance on Same-Sex Marriage  
54	The Editorial Board	2015-07-10	China’s Stock Crash Raises New Fears
781	The Editorial Board	2015-07-09	A Risk for Tunisia's New Democracy
758	Charles Blow	2015-07-09	Black Lives and Books of the Dead
1803	The Editorial Board	2015-07-09	The Struggle for Fairness for Transgender Workers
14414	Nicholas Kristof	2015-07-09	Jimmy Carter, His Legacy and a Rabbit   
137	The Editorial Board	2015-07-09	Gov. Christie’s Chance to Do Right by Voters
321	The Editorial Board	2015-07-08	Ever-Growing Waits for Veterans’ Care
244	The Editorial Board	2015-07-08	BP Deal Will Lead to a Cleaner Gulf
1128	Frank Bruni	2015-07-08	The Wasted Gift of Donald Trump
61	The Editorial Board	2015-07-08	Common Ground for Vietnam and the U.S.  
320	Roger Cohen	2015-07-07	Soften the Greek Deal
1207	Joe Nocera	2015-07-07	The Good Jobs Strategy
727	David Brooks	2015-07-07	The Courage of Small Things
438	The Editorial Board	2015-07-07	As Yemen Collapses
885	The Editorial Board	2015-07-07	The Civil War Is Winding Down
745	The Editorial Board	2015-07-07	For Europe’s Sake, Keep Greece in the Eurozone
94	The Editorial Board	2015-07-06	Lessons of New York’s Prison Escape
225	The Editorial Board	2015-07-06	The Hero and the Nazi
10631	Paul Krugman	2015-07-06	Ending Greece’s Bleeding
6434	Nicholas Kristof	2015-07-05	Tales of Horror Should Galvanize Obama
2537	Frank Bruni	2015-07-05	California, Camelot and Vaccines
126	The Editorial Board	2015-07-05	Swift Release for Detained Migrants
220	Maureen Dowd	2015-07-05	Paris When It Sizzles
966	The Editorial Board	2015-07-05	The Activist Roberts Court, 10 Years In
996	The Editorial Board	2015-07-05	Take Jackson Off the $20 Bill, Put a Woman in His Place
117	The Editorial Board	2015-07-04	Tarred by Tobacco
64	The Editorial Board	2015-07-04	Saving the Palisades
117	The Editorial Board	2015-07-04	Jeb Bush Needs Some New Economic Advice
286	The Editorial Board	2015-07-04	Medical Mysteries of the Heart
44	The Editorial Board	2015-07-03	Could You Block Your Mobile Phone?
570	The Editorial Board	2015-07-03	Medicare and Medicaid at 50
352	The Editorial Board	2015-07-03	A Sensible Question for Gun Owners  
3517	Paul Krugman	2015-07-03	Europe’s Many Economic Disasters
63	The Editorial Board	2015-07-02	Myanmar’s War on the Press
907	Nicholas Kristof	2015-07-02	A Toddler’s Death in a Foxhole
279	The Editorial Board	2015-07-02	Time for TV in the Supreme Court
309	The Editorial Board	2015-07-02	Mayor Bill de Blasio Unloads on Governor Andrew Cuomo
1751	The Editorial Board	2015-07-02	Puerto Rico Needs Debt Relief
13	The Editorial Board	2015-07-01	End Ethnic Profiling in France
15	The Editorial Board	2015-07-01	Give Police Commissioner Bratton’s Reforms a Chance
392	Thomas Friedman	2015-07-01	A Good Bad Deal?
604	Frank Bruni	2015-07-01	The Sunny Side of Greed
358	The Editorial Board	2015-07-01	A Needed Update for Overtime Pay
4432	The Editorial Board	2015-07-01	Gov. Chris Christie’s Phony Truth-Telling
5532	David Brooks	2015-06-30	The Next Culture War
158	The Editorial Board	2015-06-30	A Divided Court on Three Big Rulings
895	The Editorial Board	2015-06-30	Greece’s Future, and the Euro’s
1151	The Editorial Board	2015-06-29	Affordable Housing, Racial Isolation  
622	The Editorial Board	2015-06-29	Dark Money’s Deepening Power
140	The Editorial Board	2015-06-29	Preventing a Space War
1812	Charles Blow	2015-06-29	My Murdered Cousin Had a Name
11010	Paul Krugman	2015-06-29	Greece Over the Brink
108	The Editorial Board	2015-06-28	South Sudan’s Agony
183	The Editorial Board	2015-06-28	Belated Protection for Some Close Relatives
891	The Editorial Board	2015-06-28	The Fight for Health Care Isn’t Over
7010	Nicholas Kristof	2015-06-28	‘He’s Jesus Christ’
824	Ross Douthat	2015-06-28	Gay Conservatism and Straight Liberation
10022	Frank Bruni	2015-06-28	Our Weddings, Our Worth
71	The Editorial Board	2015-06-27	Ending Child Labor in India
1290	Gail Collins	2015-06-27	Supremes Hit a High Note
1351	The Editorial Board	2015-06-27	A Profound Ruling Delivers Justice on Gay Marriage
246	Roger Cohen	2015-06-26	Counterrevolutionary Russia
2121	David Brooks	2015-06-26	The Robert E. Lee Problem
8383	Paul Krugman	2015-06-26	Hooray for Obamacare
1021	The Editorial Board	2015-06-26	The Supreme Court Keeps the Fair Housing Law Effective
971	The Editorial Board	2015-06-26	The Supreme Court Saves Obamacare, Again
23	The Editorial Board	2015-06-25	Mayor de Blasio’s Reversal on More Police
412	The Editorial Board	2015-06-25	Predatory Colleges Find Friends in Congress
543	Gail Collins	2015-06-25	Poking the Republican Pyramid
98	The Editorial Board	2015-06-25	Ayatollah Khamenei’s Fateful Choice
2550	Charles Blow	2015-06-25	Confederate Flags and Institutional Racism
3359	Nicholas Kristof	2015-06-25	Tearing Down the Confederate Flag Is Just a Start
3007	Nicholas Kristof	2015-06-24	Corruption Is Killing Children in Angola
174	The Editorial Board	2015-06-24	President Obama Must Use Trade Authority to Reach Better Agreements
63	The Editorial Board	2015-06-24	Ending the Rikers Nightmare
380	Thomas Friedman	2015-06-24	Cold War Without the Fun
88	The Editorial Board	2015-06-23	Time for New York’s Legislature to Address Important Issues
359	The Editorial Board	2015-06-23	War Crimes and the Gaza War
850	David Brooks	2015-06-23	Fracking and the Franciscans
1337	The Editorial Board	2015-06-23	Take Down the Confederate Flag, Symbol of Hatred
2245	The Editorial Board	2015-06-22	Republicans Take Aim at Poor Women
443	The Editorial Board	2015-06-22	The Fantasy Mr. Putin Is Selling
76	The Editorial Board	2015-06-22	Obstacles to Economic Growth  
9957	Paul Krugman	2015-06-22	Slavery’s Long Shadow
1339	Charles Blow	2015-06-22	In Charleston, a Millennial Race Terrorist
2752	The Editorial Board	2015-06-21	The Cost of Letting Young People Drift
3171	Frank Bruni	2015-06-21	Gay Marriage’s Moment
1772	Nicholas Kristof	2015-06-21	A Rain of Bombs in the Nuba Mountains
477	Ross Douthat	2015-06-21	Pope Francis’ Call to Action Goes Beyond the Environment
43	The Editorial Board	2015-06-21	Coping With Outbreaks of MERS
437	The Editorial Board	2015-06-21	Lift the Cuba Travel Ban
699	Maureen Dowd	2015-06-21	Trade Winds Blow Ill for Hillary
94	The Editorial Board	2015-06-20	The Endgame in Greece
694	The Editorial Board	2015-06-20	Justice Kennedy on Solitary Confinement
1092	The Editorial Board	2015-06-20	Beyond Mourning for Charleston  
893	The Editorial Board	2015-06-19	The Pope and Climate Change
1879	The Editorial Board	2015-06-19	More Community Service, Not Less
122	The Editorial Board	2015-06-19	The Slow Death of Trans Fats
2027	Paul Krugman	2015-06-19	Voodoo, Jeb! Style
764	David Brooks	2015-06-19	Hearts Broken Open
